uid,total_interaction,active_days,user_lifetime_days,avg_rating,rating_std,category_div,unique_app,churn
Bsez90kVS6EHDYYa,5,5,1302,2.6,1.816590212458495,5,5,1
BsfbghUTCY2wvqMz,5,5,2213,2.6,1.6733200530681511,5,5,0
BsjFznWvIVaSZ8bW,8,8,1852,3.625,1.1877349391654208,8,8,1
BsroVQoGacJa2E2U,9,9,1788,3.2222222222222223,1.563471919941143,7,9,1
BstvqtQI8vDNMflM,40,40,2130,3.625,1.3337339141845925,23,40,1
BsxYTvyHy6SI0GBL,6,6,586,3.8333333333333335,1.602081978759722,6,6,1
Bsy1vKCG9rbXCYYT,8,8,1078,3.0,1.927248223318863,8,8,1
BtBsVukp3CrCvCLJ,17,17,2397,2.764705882352941,1.6019289842524966,14,17,0
BtXIp3MEdZ32cW5e,8,8,1376,4.0,1.4142135623730951,6,8,0
BtXsYy7EcTsw8kLV,10,10,2826,3.0,1.4142135623730951,8,10,1
BtxlBcVlqtR2LUCB,5,5,623,2.8,1.4832396974191326,5,5,0
BtypN3OrO2ryCWaq,14,14,1210,3.642857142857143,1.3926810257774174,11,14,0
Bu3BjieiLMx6PYNB,7,7,1983,3.857142857142857,1.0690449676496976,5,7,0
BuFwzJCCLwbtnuEQ,107,96,2577,3.485981308411215,1.462515834336526,41,106,0
BuI5XwqAvHFGWEnR,89,83,2427,3.134831460674157,1.5014463575011676,36,89,0
BuJhPJfnQ7wwKPQc,5,5,391,1.6,0.8944271909999159,5,5,1
BuPKDJ7YUX8sdtSk,7,7,844,3.5714285714285716,1.618347187425374,6,7,1
BuaL6MBsMLHoBnR9,11,11,1162,3.3636363636363638,1.9632996344280855,9,11,1
Bubzoi2J4IEq8zTH,7,7,2428,2.5714285714285716,1.8126539343499315,6,7,1
BufCdjFAz5L9KQtU,6,6,854,3.3333333333333335,1.8618986725025255,5,6,1
Buh8Wp4EJD1tAtx4,8,8,533,3.375,1.1877349391654208,8,8,0
BusVeiXJ9S1pU7fC,130,119,2125,3.4076923076923076,1.578421121857176,35,127,0
BuvTaoGUzIrUj113,6,6,937,3.3333333333333335,1.8618986725025255,6,6,1
BuvnJXaRNuILt6Wp,6,6,1173,2.8333333333333335,1.7224014243685084,6,6,0
BvOr8IMDXHIb2k3y,6,6,880,3.3333333333333335,1.505545305418162,5,6,1
BvWoAzPYTrPy45aE,8,8,1154,3.125,1.3562026818605375,7,8,0
Bvwy8TbjCQrCsK7z,6,6,1026,3.0,1.6733200530681511,6,6,1
Bw1NGor4Fh4rDZm7,5,5,345,4.2,1.7888543819998317,5,5,0
Bw5Lm9hA99U6vVjg,42,41,2866,2.7857142857142856,1.4903873172436408,25,42,0
BwBhB6Bhl4nzdyNR,95,91,3052,3.042105263157895,1.6367832325949336,37,93,0
BwE23z8TFilBGxbt,8,8,1439,4.125,0.8345229603962802,7,8,1
BwVuNzWO638WbGZ0,60,59,2541,3.1333333333333333,1.6921219921028718,25,60,0
BwXlsYslv3nMPGc5,9,9,537,3.5555555555555554,1.2360330811826103,8,9,1
BwYRLIhSQzdEVk9B,5,5,1199,4.6,0.5477225575051662,5,5,1
Bwpa3hGqKVcZknd2,8,8,938,2.875,1.8850918886280925,5,8,0
Bwwuy5JsXXV7ZjtL,6,6,1030,3.0,1.7888543819998317,6,6,1
Bx0ty4VqivHpJL9p,5,5,1439,3.6,1.6733200530681511,5,5,0
BxANBY4EdxYtbhNm,5,5,2535,3.6,1.3416407864998738,4,5,0
BxBDuFFmSXM3pB82,6,5,337,4.166666666666667,1.602081978759722,5,6,0
BxOfFkQsxAuz2iz4,6,6,1423,2.6666666666666665,1.8618986725025255,5,6,1
BxPfHZl7iFZrFSbq,7,6,741,3.857142857142857,1.9518001458970664,7,7,0
BxUg915ZnKuy9lAg,9,9,1226,4.0,1.7320508075688772,9,9,0
BxWuM9aTu9jn4uH0,8,8,1205,3.875,1.5526475085202969,7,8,1
BxsOpprN5ZLwaIS1,15,15,1422,3.8666666666666667,1.3557637102737476,13,15,0
BxxQRsmPLuOhdMTP,6,6,848,3.6666666666666665,1.7511900715418263,5,6,1
By1kg2RXCI6ae2is,10,10,1264,3.9,1.449137674618944,8,10,0
By9LZlhfHdaVMSbV,5,5,1816,4.8,0.44721359549995787,5,5,1
ByCc5B4L19OYNHVH,13,12,761,3.5384615384615383,1.6641005886756872,12,13,1
ByFS9giMgd4dgQxE,6,6,1361,2.8333333333333335,1.8348478592697182,6,6,0
ByHAr60DJ8GLHznL,31,30,2093,3.838709677419355,1.3190090773897496,16,31,0
BybDF7fUxNKorbxl,23,23,2936,2.9565217391304346,1.4917427535227872,16,23,0
BywrJJjay9OhVXeR,37,35,3103,3.2432432432432434,1.5882451078226318,24,37,0
Bz0ZHBasH5Mr2bln,7,7,2133,3.2857142857142856,1.4960264830861911,7,7,1
Bz1cGR54rjKSTZge,5,5,2638,3.6,1.3416407864998738,5,5,1
BzMePnPEgp2rk9BL,6,6,2170,2.1666666666666665,1.3291601358251257,6,6,1
BzU2HcDDeo75z1TA,7,7,3036,2.5714285714285716,1.5118578920369088,6,7,1
BzcAs2a8JAETLGcw,6,6,2209,3.1666666666666665,1.8348478592697182,6,6,0
BzdIWsc06HjhF4G1,5,5,1559,3.8,1.6431676725154984,5,5,1
BzeixbMCH1cXSI9U,8,8,957,3.125,1.8850918886280925,6,8,1
BzfdQpjrFBqHqLxC,166,156,2729,3.2048192771084336,1.5744862453633128,41,162,0
BzlQyYqyMt9NSDG3,6,6,2206,3.6666666666666665,1.7511900715418263,6,6,1
BznkWp5K1pqJiEiS,8,8,1113,2.75,1.3887301496588271,7,8,1
C02MlaIyijAOkpH1,5,5,624,3.4,1.6733200530681511,5,5,1
C02VTHLQEHd1hTzC,7,7,1399,3.857142857142857,1.9518001458970664,7,7,0
C0PMu3xMjLdKRJ2V,67,63,1949,3.611940298507463,1.4663418085194293,31,67,0
C0R7yQ6pdx8Hzijn,17,17,1939,3.176470588235294,1.7042334830374277,13,17,1
C0Ru1uN5SZFu6Lde,41,39,2535,3.292682926829268,1.346177968156967,24,41,0
C0TKJKr3PjbU845E,5,5,803,4.0,0.7071067811865475,3,5,0
C0XpAjXTWwQkXbka,13,13,2648,2.923076923076923,1.4411533842457842,10,13,1
C0dJA67VckMd9Syd,9,9,2451,3.7777777777777777,1.2018504251546631,8,9,0
C0rmSNRCK8PNKK9K,8,8,970,2.375,1.7677669529663689,7,8,1
C0vC1ibl3vcDSJIO,7,7,2319,2.857142857142857,1.3451854182690985,6,7,1
C0xCHgp6DMsu7mGA,26,25,2363,3.6923076923076925,1.5170822197687448,21,26,0
C10weERESR3IftIa,33,33,3098,2.878787878787879,1.6537377315791295,19,33,0
C16nRWLe3ig9CaD5,5,5,1604,3.2,1.4832396974191326,5,5,0
C1C5k4JLiYacgyRl,8,8,2161,3.125,1.4577379737113252,8,8,1
C1FrZqvB9ZXWSKvg,20,20,2736,3.0,1.747178176073456,14,20,1
C1VEqizyBRuHqSRC,12,12,3273,2.6666666666666665,1.3026778945578592,11,12,1
C1YOO8CQE7EiVvob,8,8,579,3.375,1.5059406173077154,8,8,1
C1aY7t7eVL7ggXWp,17,17,1263,3.588235294117647,1.460257833800754,12,17,0
C1vi67H9Ymrg5k4v,28,28,2489,3.5357142857142856,1.5511559096637115,23,28,0
C2AbUt2Kh7a3rPFO,7,6,785,4.0,1.1547005383792515,7,7,1
C2NDNAMZyZ8XgnuE,8,8,1570,3.375,1.685018016012207,7,8,1
C2UK4Av2FQp1g9FE,39,39,1917,3.282051282051282,1.4858759236419572,26,39,0
C2V7vfCR6MDclcYu,5,5,723,3.2,1.6431676725154984,5,5,1
C2X1vJz5T4wJAyTP,111,107,2786,3.2612612612612613,1.4629466634887756,35,110,0
C2bLxdInhXqzxruO,7,7,2917,4.0,1.414213562373095,7,7,1
C2pgkyFZofvu8zXH,38,38,2767,2.973684210526316,1.5851820955209437,22,38,0
C2ymmq4OJkW8oF7c,155,145,2371,3.2774193548387096,1.5606171101708526,41,152,0
C33BSWsRc3sHikms,5,5,836,4.0,1.4142135623730951,4,5,1
C39fW06BUuBpg0f1,6,6,947,3.6666666666666665,0.5163977794943223,4,6,1
C3BZyf8sxTDFwCT9,8,8,1169,3.125,1.5526475085202969,7,8,1
C3Ba0w9KHgLi2oET,6,6,2283,3.1666666666666665,1.3291601358251257,6,6,1
C3ChbsLNqlOpwZ5D,9,9,1200,3.7777777777777777,1.3017082793177759,8,9,0
C3Isn10UCbN0GzFO,7,7,804,2.857142857142857,1.7728105208558367,7,7,1
C3J3ZmHmrQuTOnnl,48,48,3344,3.1875,1.5932871146743244,24,47,0
C3OCPLrms10o0rBz,6,6,1778,3.3333333333333335,1.632993161855452,6,6,0
C3QToQryrM900TjV,39,36,2021,3.3846153846153846,1.5995950904654888,24,39,0
C3UJVJ6yo7BLJtHk,5,5,2073,3.8,1.6431676725154984,5,5,1
C3VnmrgskCf9qqwE,40,40,2940,3.5,1.4500221041639685,24,40,1
C3dQpheIE09GNmJl,6,6,964,3.5,1.378404875209022,6,6,1
C3hw5pF0AkNxpT96,5,5,220,3.2,1.6431676725154984,5,5,1
C3jlgpu5yxBoRgIp,141,131,2855,3.3617021276595747,1.5084362562633284,35,139,0
C3oy67XkMuzfSB3f,5,5,600,3.8,1.3038404810405297,5,5,0
C3vOrXPWRsJtARmj,5,5,817,3.6,1.6733200530681511,5,5,0
C3yGUqqiOwOrwtt7,8,8,933,2.625,1.4078859531733587,7,8,1
C3yLNdiulm2semFr,10,10,1191,3.8,1.3165611772087666,10,10,0
C43QN5EbJNRY11Ba,6,6,2567,3.6666666666666665,1.0327955589886444,6,6,1
C477xPYTrdOXFpVs,77,75,2648,3.2337662337662336,1.5208732247255012,29,77,0
C4J5LAENSrGhQzwQ,7,7,2422,2.857142857142857,1.772810520855837,7,7,1
C4MEmal7Myo0BgM1,8,8,916,4.5,0.9258200997725513,7,8,0
C4VE5n6aMrFELRis,8,8,1292,3.75,1.752549163769328,5,8,1
C4dO4dVlMh4P3dZ8,35,35,1728,3.6285714285714286,1.3738249371674665,22,35,0
C4s5JWVZlvT0jcX0,39,39,2994,3.1794871794871793,1.519553169638241,30,39,0
C54YAae4RTLUkbBb,8,8,869,3.625,1.7677669529663689,7,8,1
C5635S2Mv2ZL64Ct,6,6,1652,3.6666666666666665,1.2110601416389966,6,6,0
C58eoPuPqYodpGCj,9,9,893,2.888888888888889,1.536590742882148,8,9,1
C5BCqIMosoxwFFd7,7,7,1463,2.7142857142857144,1.889822365046136,5,7,1
C5CQbxVoKIJae79i,5,5,1116,2.8,1.7888543819998317,5,5,1
C5Q5jiwFVsTxRZVB,97,93,2155,3.350515463917526,1.5481254599878342,34,96,0
C5TwfkWNa9L2ntDZ,42,42,1962,3.261904761904762,1.6829057885536862,27,42,0
C5bi1SljNNPfeJzD,167,155,3239,3.2634730538922154,1.477557381978994,40,164,0
C5dnnEvlF4hNH0r8,10,10,1824,3.3,1.636391694484477,9,10,0
C5pV5Qv4uUJwM36a,5,5,1184,3.8,1.7888543819998317,5,5,1
C5r8jD3Y5DsnE1yY,5,5,411,4.6,0.5477225575051662,5,5,0
C67Gup6VhzAvJd4m,5,5,1514,2.2,1.6431676725154984,5,5,1
C6EULJdibYc2VPYq,8,8,1119,3.5,1.414213562373095,7,8,0
C6NsNXOXbsvZqBUi,7,7,1167,3.0,1.7320508075688772,6,7,1
C6XHswsAfv4mx5QM,6,6,1623,3.5,1.378404875209022,5,6,1
C6mBKsrTh3e266Fq,8,8,1031,4.0,0.7559289460184544,7,8,0
C6pINrCG4Lrxc9g7,5,5,2035,3.8,1.3038404810405297,5,5,1
C6tU1OcU0t3RCvC1,6,6,1180,3.3333333333333335,1.632993161855452,6,6,0
C6zwsO8NyUjN1KVY,6,6,747,2.5,1.378404875209022,6,6,0
C756vodtgM5xVp1t,6,6,342,3.3333333333333335,1.632993161855452,6,6,0
C7HQP7Oyft8oeARq,69,67,3090,3.4347826086956523,1.5095603262263564,32,69,0
C7HW4EuoktCTVc5B,5,5,1870,3.6,1.51657508881031,5,5,1
C7IHkyXypfTQUYP5,7,7,2270,3.2857142857142856,1.3801311186847085,7,7,1
C7JXyb9jBVjSiECt,62,61,2439,3.370967741935484,1.538935878549402,32,62,0
C7NRQV92uk4MmK8s,187,170,2384,3.2192513368983957,1.5519857124161622,42,183,0
C7iQkS4adHXKcz2I,7,7,1937,3.142857142857143,1.5735915849388864,6,7,1
C7kvtEWjftW83zIJ,6,6,1169,2.6666666666666665,1.8618986725025257,6,6,0
C8DrgJxJaExv2QGh,9,9,2144,3.0,1.7320508075688772,9,9,1
C8ElrMdlvdhCXWmZ,11,11,2142,2.5454545454545454,1.6348477827391983,9,11,1
C8Q8dldqdB2yNgFD,5,5,987,3.4,1.6733200530681511,5,5,1
C8fdnxY007wNuxPd,8,8,762,3.875,1.4577379737113252,7,8,1
C91yUSTidf6jg1aR,5,5,800,2.6,1.6733200530681511,5,5,1
C98T9obErzqtodXz,5,5,1138,4.2,1.3038404810405297,4,5,1
C9Eu2YvbLrhyUvQ6,12,12,3217,4.166666666666667,0.9374368665610922,10,12,0
C9KTLir2WQGk4Wb9,7,7,1192,3.4285714285714284,1.5118578920369088,6,7,1
C9MxYyxu9DrSanHL,5,5,661,3.8,1.3038404810405297,5,5,1
C9aheM28RomTe3hN,22,22,2924,3.590909090909091,1.4026875872882272,16,22,0
C9fpjEOVGjaYBoCY,5,5,998,3.0,1.8708286933869707,5,5,1
C9irKUbPyqFeVWsA,27,27,1997,3.6296296296296298,1.5725566676385538,19,27,0
C9qn4ipF8xOeHLfj,6,6,1170,2.8333333333333335,1.6020819787597222,5,6,1
C9uBvZv91an2c3gp,6,6,986,3.6666666666666665,1.505545305418162,6,6,1
CA396HvekDfT6SaZ,8,8,2049,3.375,1.5979898086569353,8,8,0
CA6dRdMrDMQhbKEf,5,5,853,2.8,1.7888543819998317,5,5,1
CA7E7jFRnzo0fcRr,12,11,1801,2.9166666666666665,1.4433756729740645,10,12,0
CA7P2fAsoh2es00x,112,108,3329,3.5625,1.4191816573563005,34,110,0
CA8cFmvIAMPxzGHC,7,7,1266,3.0,1.632993161855452,6,7,0
CAMwPU0Ox08FvBlp,7,7,850,3.142857142857143,1.6761634196950517,6,7,1
CAjqDqyiKDpbmCF9,28,28,2812,3.0714285714285716,1.5378814535195373,18,28,0
CAr9AaK7RSSAKroI,5,5,1195,3.0,0.7071067811865476,4,5,0
CAxf9Gf3rPLdOLVt,5,5,1029,4.0,1.7320508075688772,4,5,1
CB8GD7uzwGTSkfKZ,8,8,1661,3.125,1.642080561796093,8,8,1
CBA9uTikGul2ZA5t,16,16,2390,3.125,1.707825127659933,14,16,1
CBBMgv6MHCZcnTZm,5,5,3223,3.0,1.4142135623730951,5,5,1
CBOK3WwjuJXbPnV4,7,7,1255,1.8571428571428572,1.4638501094227998,7,7,0
CBYaAUVdR2sklkeV,7,7,1176,3.5714285714285716,1.5118578920369088,6,7,1
CBr9nnL2Fy0s7ifn,9,9,1810,3.5555555555555554,1.5898986690282428,6,9,1
CCCKWCyzHdqEhRbq,11,10,1004,3.6363636363636362,1.6292775867068985,11,11,0
CCEme2ChBbMUzqYN,6,6,650,2.8333333333333335,1.8348478592697182,6,6,1
CCIl4rPRo80nXDdw,35,34,2045,3.057142857142857,1.5707408732048398,21,34,0
CCLAnLtltKKQAMtk,113,106,3021,3.424778761061947,1.4626621383537113,36,111,0
CCs4EnxhT0uZGJOR,10,10,989,2.9,1.5951314818673865,8,10,0
CD0u9ZqINYO2D0MJ,7,7,1463,4.857142857142857,0.3779644730092273,7,7,1
CD0ur07juyT6mrRC,6,6,2362,3.0,1.8973665961010275,6,6,1
CDVGshSkgUPC6KOp,9,9,603,2.5555555555555554,1.6666666666666667,9,9,1
CDWUCfhPF0RG9WAM,5,5,303,2.2,1.7888543819998317,5,5,1
CDr0AoP11A8ptsq1,7,7,1026,3.142857142857143,1.864454471471609,7,7,0
CDsM8LXB8U1wcJbC,38,37,1386,3.289473684210526,1.393186018833288,21,37,1
CDtLyK7tJabkOQQ6,5,5,613,4.4,0.8944271909999159,5,5,1
CDwtJUfjCLmkdipZ,22,22,1108,2.772727272727273,1.6599431482467268,18,22,0
CEJF4F7j5vxxcsjm,5,5,1173,2.6,1.816590212458495,5,5,1
CELaUuIhelyBaHR2,5,5,1008,3.6,1.1401754250991378,5,5,1
CETFgqhFbOr0Ze9a,6,6,1883,3.8333333333333335,1.3291601358251257,6,6,1
CEXO1k9hADfH1zEM,142,134,3200,3.204225352112676,1.4805535307333186,39,141,0
CEnQnthSlfmQxo3u,8,8,1494,3.375,1.407885953173359,5,8,0
CErbu5xuOeTaT4Ub,143,131,2684,3.2867132867132867,1.5816837953536074,40,140,0
CEx87LFLpH82u9ua,8,8,1309,2.875,1.8850918886280925,7,8,0
CF0sZgGIzhpxfFiq,36,36,2398,2.9166666666666665,1.4808298831591504,23,36,0
CF87dBLZdA6ATNfX,5,5,1164,3.0,0.7071067811865476,5,5,1
CF9IIg31mqZHkYuQ,8,7,1569,3.25,1.6690459207925603,5,8,1
CFFYZeEqRZmJzoul,10,10,968,3.7,1.636391694484477,9,10,1
CFbwrSroyhM3lEE5,8,8,1154,3.5,1.511857892036909,7,8,0
CFnnDJlCr1bOsF6D,7,7,3354,3.5714285714285716,1.9023794624226835,6,7,1
CFxKdrzJ9vWRsxPO,5,5,639,3.6,1.949358868961793,5,5,1
CG8rCxp7qHT64V5U,8,8,1890,3.375,1.685018016012207,5,8,0
CGEDugU3uDztUe6w,6,6,2293,3.3333333333333335,1.3662601021279464,5,6,1
CGGay2tAUpU5TOEQ,9,9,827,3.0,1.6583123951777,8,9,1
CGOabcivVPciHqqm,8,8,1020,3.875,1.2464234547582247,6,8,1
CGw4eNZHkTmPt1AV,48,46,2524,3.2916666666666665,1.5152885173392363,28,48,0
CH2b1FHErKfoBbSV,6,6,805,4.0,1.6733200530681511,5,6,0
CH5yxIuwbRxebeqt,8,8,2476,2.75,1.3887301496588271,7,8,0
CH8Iib1tsLvPUSF5,6,6,637,2.5,1.51657508881031,6,6,1
CHHzrEjZE2a8Yzro,38,37,3231,3.710526315789474,1.4314591825059682,26,38,0
CHaz6jeBOcfL2ngq,6,5,1211,3.1666666666666665,1.3291601358251257,6,6,1
CHmrROYzsAf0meZw,188,172,2886,3.2227272727272727,1.5440064761326489,42,185,0
CHpq19YmPeRI84TN,9,9,2402,3.2222222222222223,1.7159383568311668,8,9,1
CHu9A3AavsznrrzJ,6,6,549,3.8333333333333335,1.6020819787597222,6,6,1
CI1XQ8rllVKjllhy,6,6,736,2.0,1.5491933384829668,5,6,0
CI4qvMPN7z1PAO9A,11,11,893,3.1818181818181817,1.3280197150781925,9,11,1
CI5uZIJd1zxwkwbe,5,5,1725,1.8,1.0954451150103321,4,5,1
CIGvUq2DdihtBcI5,7,7,1223,4.0,1.414213562373095,6,7,1
CIMNxfZmtmXiqFi0,7,7,1776,2.857142857142857,1.6761634196950517,6,7,1
CISa1wla1N9EEEO1,115,108,3001,3.1478260869565218,1.607239533130442,38,114,0
CIY6TSkaRRXg6aXk,7,7,2127,3.7142857142857144,1.1126972805283737,6,7,0
CIqWnIZnWOFduB1L,6,6,376,3.6666666666666665,1.5055453054181622,5,6,0
CJ3a38XYHMAbXXPk,110,106,2875,3.227272727272727,1.5002084925995198,33,109,0
CJ6UWXWamChgULgP,9,9,2199,3.4444444444444446,1.5898986690282428,6,9,0
CJNAWnjGkxjNpZKL,6,6,905,4.0,1.2649110640673518,6,6,0
CJOqu72gDN6oATqZ,8,8,881,3.0,1.5118578920369088,7,8,1
CJtXiPNFdflQp1uX,102,98,3385,3.303921568627451,1.5969600805086235,34,102,0
CK0rJb7HPukso0Ao,7,7,2259,2.5714285714285716,1.3972762620115438,7,7,1
CK1IvsRxR8fIobdr,8,8,1597,3.125,1.807721533549109,7,8,0
CKATeiBQBpqV2HG6,5,5,1191,2.8,1.6431676725154984,5,5,1
CKCXsrhnTnlBRPDc,15,15,2432,3.4,1.5491933384829668,13,15,0
CKE4A9fVVWN0JZMz,5,5,650,2.2,1.788854381999832,4,5,1
CKGBPCfqHLoPcVaV,7,7,943,3.0,1.1547005383792515,5,7,0
CKJnKa4iau0Y5Z6g,15,15,3017,3.3333333333333335,1.5886502207249786,12,15,1
CKMqc2ICCfw2OdJF,6,6,622,3.6666666666666665,1.7511900715418263,5,6,1
CKYZPsGTCYMdMatO,6,6,1577,2.6666666666666665,1.632993161855452,5,6,1
CKbipHwNWmieqXbS,5,5,2893,3.2,1.7888543819998317,5,5,1
CKbo1C254GYllz41,11,11,1004,3.3636363636363638,1.8040358795061295,9,11,0
CKikAB5NLR5Hp7Zx,14,14,1371,3.0,1.7541160386140584,10,14,1
CKoqQuYhLmjtxTTt,6,6,1129,2.5,1.9748417658131499,6,6,1
CL2JVAsJ67L2fOmS,7,6,2340,3.857142857142857,1.6761634196950517,5,7,1
CL2ewUPaK7bmPr6P,147,134,2888,3.3469387755102042,1.5018393344951537,38,144,0
CL3gcMB9ASbh4G3y,5,5,764,2.6,1.3416407864998738,5,5,1
CLKaBYJwHgnee1zl,8,8,1987,3.25,1.6690459207925603,6,8,0
CLVILAqmHc36XAZH,19,18,2049,3.1052631578947367,1.6631541934965108,13,19,0
CLaOZg4KBTrMyDpN,6,6,2140,2.1666666666666665,0.9831920802501751,5,6,1
CLmnzNgHZDYJPdsh,5,5,631,4.0,1.4142135623730951,5,5,0
CLsNLM3IbRiJIkw8,16,16,1909,3.625,1.5438048235879214,12,15,0
CLsQyvqqgtfBXMc6,9,9,1061,2.0,1.3228756555322954,8,9,0
CLvDhvFSjIHG7wdh,6,6,1173,2.6666666666666665,1.632993161855452,6,6,1
CM3loURqzyLKSEgT,5,5,777,2.4,1.140175425099138,5,5,1
CMJ6hWAvEdi71zPs,7,7,572,3.4285714285714284,1.7182493859684491,6,7,0
CMRurmkgtU3zRmdD,7,7,1172,3.0,1.1547005383792515,7,7,1
CMSUfOA5dwDOoIFP,6,6,518,3.8333333333333335,0.752772652709081,6,6,1
CMSz0VfcNGXFHx3G,62,60,2230,3.2419354838709675,1.6061917476427476,28,62,0
CMqXBfmOCEyTbiYR,6,6,1290,4.5,0.8366600265340756,6,6,0
CMxozUY12kQSTO5d,50,48,2520,3.48,1.4602208387635014,25,48,0
CN4mkohuqzCzYTUH,52,50,1823,3.076923076923077,1.6311448384992961,26,51,0
CN7evFb8EqmA2Fkc,85,82,2864,3.2941176470588234,1.4786055964333154,31,85,1
CNHhJdETejT1qg37,6,6,1594,2.6666666666666665,1.8618986725025255,6,6,1
CNIvjICbjAfML0PI,7,7,602,4.0,1.5275252316519468,4,7,1
CNNe142xID4xYV6M,15,15,1909,3.3333333333333335,1.6761634196950517,12,15,1
CNdAcEmtxBCMzo3s,8,8,2446,2.375,1.5059406173077154,7,8,1
CNfqe5RyF6tLSlFo,5,4,1090,1.8,1.3038404810405297,5,5,1
CNp0EsPrJlPu6ex6,32,32,2379,3.125,1.4312187452567107,23,32,0
CNsTttffohT50DFO,5,5,1710,3.2,1.7888543819998317,5,5,0
CNw862KuvW65jeQU,14,14,2928,4.0,1.1094003924504583,10,14,0
CNwID2DmbImV32nr,10,10,2211,3.6,1.5055453054181622,9,10,0
CO14toRdIMEEMSai,5,5,2345,3.4,1.816590212458495,5,5,1
COBfMjFMNPqk37ad,63,63,2664,3.3968253968253967,1.486928882388153,26,62,0
COQYzeLDcNlePJMi,15,15,2217,3.533333333333333,1.5055453054181618,10,15,0
COfydsyPp27NZ3bM,9,9,2594,3.5555555555555554,1.5898986690282426,7,9,0
COk8sMiJgjr44lYG,5,5,1073,3.0,2.0,4,5,1
COkwjoTa1gQxwKRv,22,22,1307,3.3181818181818183,1.6442211540614613,16,22,0
COsFkorNJnl1uD0o,5,5,787,2.6,1.6733200530681511,5,5,0
CP1dYLssrzlL1P1s,10,10,1160,3.2,1.4757295747452437,9,10,1
CP1myQD2aKGuzKaK,9,9,2924,3.111111111111111,1.6914819275153699,9,9,0
CPAaQ5pcIWpBEIWu,8,8,1260,2.125,1.3562026818605375,7,8,0
CPG36XlvtvvaWbvE,5,5,562,4.0,1.7320508075688772,4,4,1
CPGRqV87FZw3D3Q0,5,5,1910,2.6,1.51657508881031,5,5,0
CPLk2s6ZBKZDH7vR,8,8,1104,3.5,1.6035674514745464,6,8,1
CPPKeno86egWw44o,5,5,1633,1.8,1.0954451150103321,4,5,0
CPWJ24gHcQ9MgDvp,13,13,2680,2.6923076923076925,1.702185623672077,11,13,0
CPifAABHaQuUBklp,6,6,984,3.3333333333333335,1.632993161855452,5,6,1
CPluwgwkhIi8cJow,5,5,1100,2.6,1.51657508881031,5,5,1
CPoPMzyZwcK50gUw,5,5,946,1.4,0.8944271909999159,5,5,1
CPuOX7VzCwgnFGKJ,10,10,3176,4.0,0.816496580927726,7,10,0
CPznn0wc3EJQbSXN,5,5,962,3.0,1.8708286933869707,4,5,1
CQ4unsy2Ou6hljXf,93,89,2939,3.3548387096774195,1.5082754425698202,36,93,0
CQJiDk1ZNi17IheT,6,6,1730,4.333333333333333,0.8164965809277259,5,6,1
CQOG1Pdq8s7MxANy,5,5,2209,2.2,1.7888543819998317,5,5,1
CQSQjEbhCI7xARbe,26,26,3237,3.576923076923077,1.361560191047812,14,26,0
CQT95huFKu0J2gf3,5,5,1158,3.2,1.6431676725154984,5,5,1
CQgY9oGgabeMBZLF,9,9,1280,4.111111111111111,1.3642254619787417,6,9,0
CQnjzZ18mUnGr0Ev,8,8,2558,3.125,1.5526475085202969,6,8,1
CQqsqBWZNmYX6rz4,5,5,1977,2.8,2.04939015319192,5,5,0
CQr9tuTvrXL8TXHd,5,5,2126,2.4,0.8944271909999159,5,5,1
CQvHCbTeFPcSAvha,5,5,2032,3.4,1.51657508881031,5,5,1
CQwSHYUL4srMFB7C,140,129,2912,3.3285714285714287,1.5288254632297065,39,139,0
CQwxQJn1rBvlJ5TO,6,6,1667,3.5,1.6431676725154984,6,6,1
CR3r7GMXNvdUm2WA,5,5,492,4.2,0.8366600265340756,5,5,0
CRB7nC1GwlvHi2jm,59,58,3149,3.23728813559322,1.4543511771855333,28,59,0
CRJygkEGzVICAp4i,5,5,69,4.4,0.894427190999916,5,5,1
CRUW3Xj80z9efazQ,5,5,1080,4.6,0.8944271909999159,5,5,1
CRlXn0Jg5U7ywqON,8,8,1881,3.0,1.6903085094570331,8,8,0
CRq2ZMtyomVvSzcD,5,5,691,3.0,1.5811388300841898,4,5,1
CRq5fusLDL7m9M3A,5,5,1164,4.0,0.7071067811865476,5,5,0
CRwKD9cBXDT00kio,5,5,956,3.2,1.3038404810405297,4,5,1
CS1GvsGXwiKm5FVu,7,7,1702,4.285714285714286,0.7559289460184545,6,7,0
CS7FugOftYlnQEDj,5,5,1291,3.6,1.5165750888103102,5,5,1
CS90yWySCiZqbQZa,7,7,1499,2.857142857142857,1.7728105208558367,6,7,0
CSAWLHh4etEMprP7,5,5,847,2.8,1.788854381999832,4,5,1
CSAbIcJDzIA0Ho0G,8,8,1159,3.375,1.5979898086569353,7,8,0
CSFGdA9MeKcaLYQ6,11,11,2749,3.272727272727273,1.4206272622267315,10,11,0
CSHblVezgg4Qm6x9,9,9,965,3.2222222222222223,1.7873008824606014,7,9,1
CSJsSPHfw2syNEUN,9,9,1190,1.7777777777777777,1.5634719199411433,8,9,1
CSLzsKBEdzh19BOX,33,33,2104,2.6666666666666665,1.5545631755148022,22,33,1
CSWdDjaxUwhbAatY,7,7,1871,2.0,1.4142135623730951,7,7,1
CSZD5ltSbMm5AkVg,35,33,2947,3.4285714285714284,1.5201724802626506,22,35,0
